Ülke,Tarih,ISSIZLIK,TUFE,SURETIM,ISFAIZ
Güney Kore,2007-12-01,3.1,79.101,81.11401,4.99
Güney Kore,2008-01-01,3.0,79.472,83.15901,4.99
Güney Kore,2008-02-01,3.0,79.771,82.3408,4.97
Güney Kore,2008-03-01,3.0,80.515,83.49737,4.97
Güney Kore,2008-04-01,3.1,80.962,83.73038,4.99
Güney Kore,2008-05-01,3.2,81.63,82.4472,4.97
Güney Kore,2008-06-01,3.1,82.151,81.74283,4.95
Güney Kore,2008-07-01,3.1,82.747,81.29063,4.98
Güney Kore,2008-08-01,3.3,82.598,81.23318,5.21
Güney Kore,2008-09-01,3.2,82.673,80.05959,5.21
Güney Kore,2008-10-01,3.3,82.598,80.74586,4.88
Güney Kore,2008-11-01,3.4,82.375,71.8455,4.0
Güney Kore,2008-12-01,3.4,82.375,64.11023,3.27
Güney Kore,2009-01-01,3.3,82.45,65.30297,2.43
Güney Kore,2009-02-01,3.3,83.045,71.089,2.06
Güney Kore,2009-03-01,3.5,83.64,73.78092,1.77
Güney Kore,2009-04-01,3.7,83.862,76.25259,1.8
Güney Kore,2009-05-01,3.9,83.862,76.82077,1.91
Güney Kore,2009-06-01,3.9,83.788,79.76273,1.93
Güney Kore,2009-07-01,3.8,84.086,81.80667,1.93
Güney Kore,2009-08-01,3.9,84.384,82.31313,1.98
Güney Kore,2009-09-01,3.6,84.459,85.8754,1.99
Güney Kore,2009-10-01,3.6,84.235,84.3358,1.99
Güney Kore,2009-11-01,3.7,84.384,85.34447,2.0
Güney Kore,2009-12-01,3.6,84.682,86.37974,2.0
Güney Kore,2010-01-01,4.7,85.351,87.94807,2.0
Güney Kore,2010-02-01,4.0,85.523,88.59924,2.0
Güney Kore,2010-03-01,3.6,85.696,90.43358,2.01
Güney Kore,2010-04-01,3.6,86.041,91.61568,2.0
Güney Kore,2010-05-01,3.3,86.128,92.16577,2.01
Güney Kore,2010-06-01,3.5,86.041,92.45518,2.0
Güney Kore,2010-07-01,3.8,86.214,93.15316,2.21
Güney Kore,2010-08-01,3.5,86.647,92.35622,2.27
Güney Kore,2010-09-01,3.7,87.337,92.86375,2.27
Güney Kore,2010-10-01,3.7,87.337,94.19907,2.26
Güney Kore,2010-11-01,3.3,86.906,94.32782,2.37
Güney Kore,2010-12-01,3.7,87.251,95.8355,2.5
Güney Kore,2011-01-01,3.6,88.288,98.78598,2.66
Güney Kore,2011-02-01,3.6,88.892,95.79613,2.75
Güney Kore,2011-03-01,3.7,89.238,98.1912,2.92
Güney Kore,2011-04-01,3.5,89.325,96.77821,3.01
Güney Kore,2011-05-01,3.3,89.497,97.19104,3.02
Güney Kore,2011-06-01,3.3,89.67,97.96138,3.2
Güney Kore,2011-07-01,3.4,90.102,98.09332,3.26
Güney Kore,2011-08-01,3.2,90.707,97.36128,3.25
Güney Kore,2011-09-01,3.3,90.62,97.82412,3.25
Güney Kore,2011-10-01,3.3,90.448,100.116,3.24
Güney Kore,2011-11-01,3.3,90.534,97.78795,3.26
Güney Kore,2011-12-01,3.2,90.879,96.07278,3.26
Güney Kore,2012-01-01,3.3,91.242,98.2859,3.26
Güney Kore,2012-02-01,3.3,91.588,102.1918,3.25
Güney Kore,2012-03-01,3.3,91.614,99.03495,3.25
Güney Kore,2012-04-01,3.3,91.605,100.1883,3.25
Güney Kore,2012-05-01,3.2,91.769,100.6097,3.26
Güney Kore,2012-06-01,3.2,91.639,98.71788,3.26
Güney Kore,2012-07-01,3.2,91.432,98.06778,3.08
Güney Kore,2012-08-01,3.2,91.855,96.15683,3.0
Güney Kore,2012-09-01,3.2,92.512,97.45811,2.99
Güney Kore,2012-10-01,3.1,92.339,100.0053,2.8
Güney Kore,2012-11-01,3.2,92.011,100.599,2.75
Güney Kore,2012-12-01,3.2,92.175,100.6533,2.75
Güney Kore,2013-01-01,3.2,92.728,102.111,2.76
Güney Kore,2013-02-01,3.1,93.038,100.0255,2.75
Güney Kore,2013-03-01,3.0,92.952,98.94345,2.74
Güney Kore,2013-04-01,3.0,92.823,99.66697,2.75
Güney Kore,2013-05-01,3.1,92.823,99.09028,2.55
Güney Kore,2013-06-01,3.1,92.71,99.12859,2.49
Güney Kore,2013-07-01,3.2,92.909,98.27313,2.48
Güney Kore,2013-08-01,3.2,93.238,99.52652,2.5
Güney Kore,2013-09-01,3.0,93.419,97.79646,2.5
Güney Kore,2013-10-01,3.1,93.134,101.1289,2.5
Güney Kore,2013-11-01,3.1,93.116,100.0426,2.5
Güney Kore,2013-12-01,3.3,93.229,101.4556,2.5
Güney Kore,2014-01-01,3.3,93.73,102.0684,2.5
Güney Kore,2014-02-01,3.5,93.98,101.4641,2.49
Güney Kore,2014-03-01,3.4,94.153,102.1684,2.48
Güney Kore,2014-04-01,3.6,94.214,102.4972,2.49
Güney Kore,2014-05-01,3.5,94.369,99.07219,2.49
Güney Kore,2014-06-01,3.5,94.248,101.563,2.48
Güney Kore,2014-07-01,3.5,94.386,102.3419,2.49
Güney Kore,2014-08-01,3.5,94.551,98.37634,2.34
Güney Kore,2014-09-01,3.5,94.49,98.03799,2.23
Güney Kore,2014-10-01,3.6,94.205,98.17311,2.06
Güney Kore,2014-11-01,3.6,94.015,98.44869,1.98
Güney Kore,2014-12-01,3.7,94.006,100.9778,1.99
Güney Kore,2015-01-01,3.6,94.643,99.1339,1.99
Güney Kore,2015-02-01,3.5,94.587,100.5809,1.99
Güney Kore,2015-03-01,3.5,94.596,99.48502,1.82
Güney Kore,2015-04-01,3.6,94.625,100.3266,1.73
Güney Kore,2015-05-01,3.6,94.89,97.71879,1.74
Güney Kore,2015-06-01,3.8,94.909,99.33926,1.57
Güney Kore,2015-07-01,3.8,95.08,98.68703,1.48
Güney Kore,2015-08-01,3.6,95.213,100.9108,1.49
Güney Kore,2015-09-01,3.5,94.966,102.1333,1.48
Güney Kore,2015-10-01,3.5,94.966,101.5205,1.48
Güney Kore,2015-11-01,3.6,94.786,100.5373,1.49
Güney Kore,2015-12-01,3.5,95.07,99.67973,1.48
Güney Kore,2016-01-01,3.6,95.232,99.98404,1.49
Güney Kore,2016-02-01,3.8,95.64,101.0853,1.49
Güney Kore,2016-03-01,3.7,95.393,101.8865,1.49
Güney Kore,2016-04-01,3.6,95.573,100.4458,1.49
Güney Kore,2016-05-01,3.5,95.63,103.1728,1.49
Güney Kore,2016-06-01,3.6,95.611,102.5323,1.28
Güney Kore,2016-07-01,3.6,95.431,102.1323,1.23
Güney Kore,2016-08-01,3.9,95.677,100.8172,1.23
Güney Kore,2016-09-01,3.9,96.247,101.0746,1.24
Güney Kore,2016-10-01,3.8,96.379,100.4192,1.23
Güney Kore,2016-11-01,3.7,96.237,105.07,1.23
Güney Kore,2016-12-01,3.5,96.342,103.823,1.22
Güney Kore,2017-01-01,3.5,97.366,106.5713,1.24
Güney Kore,2017-02-01,3.9,97.632,105.3487,1.23
Güney Kore,2017-03-01,3.6,97.565,107.0288,1.23
Güney Kore,2017-04-01,3.8,97.442,105.0359,1.23
Güney Kore,2017-05-01,3.5,97.546,105.4594,1.23
Güney Kore,2017-06-01,3.7,97.338,103.4442,1.24
Güney Kore,2017-07-01,3.6,97.499,104.5369,1.24
Güney Kore,2017-08-01,4.0,98.058,104.0475,1.23
Güney Kore,2017-09-01,3.7,98.172,105.1678,1.25
Güney Kore,2017-10-01,3.7,98.077,105.4009,1.24
Güney Kore,2017-11-01,3.7,97.347,105.6381,1.26
Güney Kore,2017-12-01,3.6,97.698,103.391,1.51
Güney Kore,2018-01-01,3.4,98.106,105.4296,1.49
Güney Kore,2018-02-01,3.7,98.855,106.0563,1.49
Güney Kore,2018-03-01,4.0,98.751,104.4518,1.49
Güney Kore,2018-04-01,3.8,98.931,107.5459,1.47
Güney Kore,2018-05-01,3.8,98.979,108.1119,1.5
Güney Kore,2018-06-01,3.6,98.779,107.3629,1.49
Güney Kore,2018-07-01,3.8,98.59,107.9044,1.49
Güney Kore,2018-08-01,4.6,99.462,108.3184,1.5
Güney Kore,2018-09-01,4.1,100.221,106.1627,1.54
Güney Kore,2018-10-01,4.0,100.041,108.4631,1.52
Güney Kore,2018-11-01,3.9,99.33,106.1584,1.51
Güney Kore,2018-12-01,3.7,98.988,103.9996,1.77
Güney Kore,2019-01-01,3.9,98.884,104.9965,1.75
Güney Kore,2019-02-01,3.8,99.311,101.613,1.76
Güney Kore,2019-03-01,3.8,99.121,103.7591,1.76
Güney Kore,2019-04-01,4.0,99.481,106.8032,1.75
Güney Kore,2019-05-01,3.8,99.652,105.9275,1.75
Güney Kore,2019-06-01,3.9,99.491,105.3668,1.76
Güney Kore,2019-07-01,4.0,99.187,108.1332,1.63
Güney Kore,2019-08-01,3.6,99.425,106.0042,1.51
Güney Kore,2019-09-01,3.6,99.794,108.5216,1.52
Güney Kore,2019-10-01,3.5,100.041,108.3524,1.35
Güney Kore,2019-11-01,3.7,99.481,108.0481,1.28
Güney Kore,2019-12-01,3.5,99.719,110.6464,1.28
Güney Kore,2020-01-01,3.4,100.09,106.7192,1.27
Güney Kore,2020-02-01,3.4,100.16,103.208,1.24
Güney Kore,2020-03-01,3.9,99.94,107.8896,0.98
Güney Kore,2020-04-01,3.9,99.5,104.5912,0.74
Güney Kore,2020-05-01,4.3,99.44,96.61116,0.7
Güney Kore,2020-06-01,4.2,99.71,102.7824,0.48
Güney Kore,2020-07-01,4.2,99.63,104.4848,0.48
Güney Kore,2020-08-01,3.9,100.19,106.0808,0.5
Güney Kore,2020-09-01,4.2,100.74,110.8688,0.48
Güney Kore,2020-10-01,4.3,100.18,110.3368,0.51
Güney Kore,2020-11-01,4.1,100.09,111.0816,0.49
Güney Kore,2020-12-01,4.1,100.33,112.1456,0.51
Güney Kore,2021-01-01,4.6,101.04,112.4648,0.49
Güney Kore,2021-02-01,4.1,101.58,115.7632,0.49
Güney Kore,2021-03-01,4.0,101.84,113.9544,0.49
Güney Kore,2021-04-01,3.8,101.98,113.4224,0.48
Güney Kore,2021-05-01,3.8,102.05,112.252,0.48
Güney Kore,2021-06-01,3.7,102.05,113.2096,0.51
Güney Kore,2021-07-01,3.3,102.26,115.1248,0.53
Güney Kore,2021-08-01,3.4,102.75,116.2952,0.56
Güney Kore,2021-09-01,3.1,103.17,115.1248,0.77
Güney Kore,2021-10-01,3.3,103.35,116.7208,0.74
Güney Kore,2021-11-01,3.1,103.87,117.572,0.796
Güney Kore,2021-12-01,3.2,104.04,122.5728,1.012
Güney Kore,2022-01-01,3.2,104.69,122.7856,1.188
Güney Kore,2022-02-01,2.9,105.3,121.0832,1.219
Güney Kore,2022-03-01,2.8,106.06,121.9343,1.244
Güney Kore,2022-04-01,2.8,106.85,120.0191,1.299
Güney Kore,2022-05-01,2.9,107.56,117.8912,1.505
Güney Kore,2022-06-01,2.9,108.22,119.8064,1.745
Güney Kore,2022-07-01,3.0,108.74,117.4656,1.971
Güney Kore,2022-08-01,2.8,108.62,114.1672,2.263
Güney Kore,2022-09-01,2.9,108.93,113.316,2.533
Güney Kore,2022-10-01,2.9,109.21,110.9752,2.959
Güney Kore,2022-11-01,2.8,109.1,110.7624,3.096
Güney Kore,2022-12-01,2.7,109.28,106.7192,3.235
Güney Kore,2023-01-01,2.7,110.1,109.1664,3.269
Güney Kore,2023-02-01,2.7,110.38,108.3152,3.425
Güney Kore,2023-03-01,2.7,110.56,112.1456,3.425
Güney Kore,2023-04-01,2.6,110.8,110.9752,3.467
Güney Kore,2023-05-01,2.5,111.13,114.912,3.57
Güney Kore,2023-06-01,2.6,111.12,112.5712,3.566
Güney Kore,2023-07-01,2.9,111.2,109.592,3.51
Güney Kore,2023-08-01,2.7,112.33,115.5504,3.538
Güney Kore,2023-09-01,2.8,112.99,117.7848,3.596
Güney Kore,2023-10-01,2.6,113.37,115.7632,3.517
Güney Kore,2023-11-01,2.8,112.74,117.572,3.572
Güney Kore,,2.8,,117.1464,3.639
Güney Kore,,2.8,,115.444,3.47
Güney Kore,,2.7,,118.7424,3.582
Güney Kore,,2.8,,114.912,3.467
Güney Kore,,2.8,,,3.518
Güney Kore,,2.8,,,3.53
Güney Kore,,2.8,,,3.547
Güney Kore,,2.7,,,3.518
Güney Kore,,2.6,,,3.531
Güney Kore,,2.6,,,3.529
Güney Kore,,2.8,,,3.321
Güney Kore,,2.8,,,3.245
Güney Kore,,3.1,,,3.055
Güney Kore,,2.8,,,3.053
Güney Kore,,2.8,,,2.965
Güney Kore,,2.8,,,2.754
Güney Kore,,2.7,,,2.769
Güney Kore,,2.7,,,2.738
Güney Kore,,2.7,,,2.52
Güney Kore,,2.7,,,2.5
Güney Kore,,2.8,,,2.506
Güney Kore,,2.7,,,2.526
Güney Kore,,2.7,,,2.516
Güney Kore,,2.8,,,2.512
Güney Kore,,3.3,,,2.53
Güney Kore,,3.0,,,2.531
Güney Kore,,,,,2.541
